"year","region","passage","sentence","sentence_low"
"2008","天津","B","41 The first charity shop in the UK was set up to ______.","41 the first charity shop in the uk was set up to ______."
"2008","天津","B","A.sell cheap products","a.sell cheap products"
"2008","天津","B","B.deal with unwanted things","b.deal with unwanted things"
"2008","天津","B","C.raise money for patients","c.raise money for patients"
"2008","天津","B","D.help a foreign country","d.help a foreign country"
"2008","天津","B","42 Which of the following is TRUE about charity shops?","42 which of the following is true about charity shops?"
"2008","天津","B","A.The operating costs are very low.","a.the operating costs are very low."
"2008","天津","B","B.The staff are usually well paid.","b.the staff are usually well paid."
"2008","天津","B","C.90% of the donations are second-hand.","c.90% of the donations are second-hand."
"2008","天津","B","D.They are open twenty-four hours a day.","d.they are open twenty-four hours a day."
"2008","天津","B","43 Which of the following may be the best title for the passage?","43 which of the following may be the best title for the passage?"
"2008","天津","B","A.What to Buy a Charity Shops.","a.what to buy a charity shops."
"2008","天津","B","B.Charity Shop: Its Origin & Development.","b.charity shop: its origin & development."
"2008","天津","B","C.Charity Shop: Where You Buy to Donate.","c.charity shop: where you buy to donate."
"2008","天津","B","D.The Public's Concern about Charity Shops.","d.the public's concern about charity shops."
"2008","天津","C","Michael Fish may soon be replaced as a weather forecaster by something truly fishier -- the shark(鲨鱼).","michael fish may soon be replaced as a weather forecaster by something truly fishier -- the shark(鲨鱼)."
"2008","天津","C","Research by a British biology student suggests that sharks could be used to predict storms.","research by a british biology student suggests that sharks could be used to predict storms."
"2008","天津","C","Lauren Smith, 24, is close to completing her study on shark's ability to sense pressure.","lauren smith, 24, is close to completing her study on shark's ability to sense pressure."
"2008","天津","C","If her studies prove the theory, scientists may be able to monitor the behaviour of sharks to predict bad weather.","if her studies prove the theory, scientists may be able to monitor the behaviour of sharks to predict bad weather."
"2008","天津","C","Miss Smith had previously studied the behaviour of lemon sharks in the Bahamas.","miss smith had previously studied the behaviour of lemon sharks in the bahamas."
"2008","天津","C","She then used their close relatives, lesser spotted dogfish, for further research at Aberdeen University.","she then used their close relatives, lesser spotted dogfish, for further research at aberdeen university."
"2008","天津","C","Her work -- thought to be the first of its kind to test the pressure theory -- resulted from the observation that juvenile blacktip sharks off Florida moved into deeper water ahead of a violent storm in 2001.","her work -- thought to be the first of its kind to test the pressure theory -- resulted from the observation that juvenile blacktip sharks off florida moved into deeper water ahead of a violent storm in 2001."
"2008","天津","C","Miss Smith said: ""I've always been crazy about traveling and diving and this led me to an interest in sharks.""","miss smith said: ""i've always been crazy about traveling and diving and this led me to an interest in sharks."""
